帖子ID,帖子标题,股票吧代码,股票吧名称,用户ID,用户昵称,点击量,转发量,评论量,发布时间,最后更新时间,是否有图片,是否有视频
1594891092,早盘下探破20日线，过冲一点差不多到位，30日线是不会被踩的，下午必然反弹！,zssh000001,上证指数吧,2.86001E+15,顺势而为_6666,30,0,1,2025/9/4 10:42,2025/9/4 11:23,FALSE,FALSE
1594955090,大部分的垃圾票都是天价，不跌一跌也没有天理了,zssh000001,上证指数吧,4.38331E+15,八零抄手,1,0,0,2025/9/4 11:23,2025/9/4 11:23,FALSE,FALSE
1594955005,3500点等你快点来,zssh000001,上证指数吧,6.6424E+15,有同情心的顾源2,6,0,0,2025/9/4 11:23,2025/9/4 11:23,FALSE,FALSE
1594880273,这次下跌，要把散户的尸米搞出来！！！,zssh000001,上证指数吧,9.2744E+15,空方一号,152,0,3,2025/9/4 10:36,2025/9/4 11:23,FALSE,FALSE
1594946876,今天杀破十年高点,zssh000001,上证指数吧,5.82832E+15,太湖猛虎,57,1,1,2025/9/4 11:17,2025/9/4 11:23,FALSE,FALSE
1594954597,主力都告诉我们了，3888.6，拜拜了,zssh000001,上证指数吧,8.20049E+15,我当大股东,20,0,0,2025/9/4 11:23,2025/9/4 11:23,FALSE,FALSE
1594936630,你们好可怜，还在亏钱，我的票早上就跌停了，早就不亏钱了,zssh000001,上证指数吧,5.25732E+15,超短量化小股东,22,0,1,2025/9/4 11:10,2025/9/4 11:23,FALSE,FALSE
1594954574,今年年底打回原形。3300点到3400点,zssh000001,上证指数吧,5.31711E+15,有正义感的魏晨6,10,0,0,2025/9/4 11:23,2025/9/4 11:23,FALSE,FALSE
1594954508,V形反转,zssh000001,上证指数吧,7.10803E+15,股友9x09N78902,3,0,0,2025/9/4 11:23,2025/9/4 11:23,FALSE,FALSE
1594954470,使劲跌，融资盘踩踏即将开始。对开普的停牌就是压死骆驼的最后一根稻草。,zssh000001,上证指数吧,2.77721E+15,国服刺客,12,0,0,2025/9/4 11:23,2025/9/4 11:23,FALSE,FALSE
1594954437,这波基本上都赚钱了，该跑就跑吧！,zssh000001,上证指数吧,7.86005E+15,睿智沉稳的丁光耀,4,0,0,2025/9/4 11:23,2025/9/4 11:23,FALSE,FALSE
1594954224,牛市其实就是牛,zssh000001,上证指数吧,9.59637E+15,友尚联盟,3,0,0,2025/9/4 11:23,2025/9/4 11:23,FALSE,FALSE
1594954222,感觉这波到顶了后面就是出货出货持续出货,zssh000001,上证指数吧,5.03942E+15,落子无悔h,6,0,0,2025/9/4 11:23,2025/9/4 11:23,FALSE,FALSE
1594954192,前期涨幅大板块只能观望，企稳补仓。创新药，半导体，cpo这三个板块要重点注意，调,zssh000001,上证指数吧,9.65801E+15,n9658134128093421342,4,0,0,2025/9/4 11:22,2025/9/4 11:22,FALSE,FALSE
1594954157,就这走势，下午黄线慢慢往下，收盘最低，通杀,zssh000001,上证指数吧,4.02835E+15,强者恒强Yes,5,0,0,2025/9/4 11:22,2025/9/4 11:22,FALSE,FALSE
1594954139,不容易，每天几千家绿,zssh000001,上证指数吧,3.54205E+15,农行很行吗,5,0,0,2025/9/4 11:22,2025/9/4 11:22,FALSE,FALSE
1594954096,3000点，返回占,zssh000001,上证指数吧,3.90039E+15,不法市场,2,0,0,2025/9/4 11:22,2025/9/4 11:22,FALSE,FALSE
1594954073,这哥位置一套十几年,zssh000001,上证指数吧,5.56938E+15,生机成金地朱竹清,4,0,0,2025/9/4 11:22,2025/9/4 11:22,FALSE,FALSE
1594953990,牛市？你给我说这是牛市,zssh000001,上证指数吧,2.1091E+15,亦或是旅途风景,4,0,0,2025/9/4 11:22,2025/9/4 11:22,FALSE,FALSE
1594940557,任务结束了，慢慢的回到三千点保卫战吧，我们从头再来,zssh000001,上证指数吧,2.47434E+15,牛快回来,46,0,1,2025/9/4 11:13,2025/9/4 11:22,FALSE,FALSE
1594941909,上涨家数和下跌家数差不多，指数跌那么多，无语,zssh000001,上证指数吧,4.23432E+15,股盲亚酥,33,0,1,2025/9/4 11:14,2025/9/4 11:22,FALSE,FALSE
1594953905,哦,zssh000001,上证指数吧,2.07748E+15,顺顺利利炒股人,8,0,0,2025/9/4 11:22,2025/9/4 11:22,FALSE,FALSE
1594917443,家人们，要抄底吗？急死我了,zssh000001,上证指数吧,7.91031E+15,完美世界很完美,184,0,5,2025/9/4 10:56,2025/9/4 11:22,FALSE,FALSE
1594533194,预测上证明天能完成调整！,zssh000001,上证指数吧,4.72301E+15,苏Z995H6,1377,0,15,2025/9/3 15:40,2025/9/4 11:22,TRUE,FALSE
1594953251,明天来个极速下跌后再进,zssh000001,上证指数吧,2.02613E+15,洒脱的秦禹东,3,0,0,2025/9/4 11:22,2025/9/4 11:22,FALSE,FALSE
1594953178,3700吧,zssh000001,上证指数吧,5.10537E+15,吉祥满斗地楼高,5,0,0,2025/9/4 11:22,2025/9/4 11:22,FALSE,FALSE
1594441690,操作贴：再度普跌！主力出逃超600亿！今天逆市加仓这2个,cfhpl,财富号评论吧,6.25832E+15,雪锋谈理财,1449,0,8,2025/9/3 14:28,2025/9/4 11:22,TRUE,FALSE
1594953011,大回调？,zssh000001,上证指数吧,8.40017E+15,孙徐蕾53,5,0,0,2025/9/4 11:22,2025/9/4 11:22,FALSE,FALSE
1594952993,再跌点儿，加速。我还没进呢。再跌10%。我来抄底。,zssh000001,上证指数吧,1.84433E+15,财运成章得云中鹤,5,0,0,2025/9/4 11:22,2025/9/4 11:22,FALSE,FALSE
1594952894,寒王被动减仓带崩整个大A抢跑时刻到！看谁跑得快,zssh000001,上证指数吧,4.91135E+15,它山之石,24,0,0,2025/9/4 11:22,2025/9/4 11:22,FALSE,FALSE
1594952866,两万亿还能坚持多久,zssh000001,上证指数吧,1.50331E+15,机智地阿童木,4,0,0,2025/9/4 11:21,2025/9/4 11:21,FALSE,FALSE
1594952705,四天亏得怀疑人生,zssh000001,上证指数吧,1.03403E+15,股友686107v09d,4,0,0,2025/9/4 11:21,2025/9/4 11:21,FALSE,FALSE
1594952650,不懂就问，这样看底部筹码是不是还未松动，有3个主力峰,zssh000001,上证指数吧,2.07938E+15,家财高雅得尘心,301,0,0,2025/9/4 11:21,2025/9/4 11:21,TRUE,FALSE
1592287055,901低吸,zssh000001,上证指数吧,3.01614E+15,超凡女王,11937,13,402,2025/8/29 22:06,2025/9/4 11:21,FALSE,FALSE
1594952866,两万亿还能坚持多久,zssh000001,上证指数吧,1.50331E+15,机智地阿童木,4,0,0,2025/9/4 11:21,2025/9/4 11:21,FALSE,FALSE
1594952705,四天亏得怀疑人生,zssh000001,上证指数吧,1.03403E+15,股友686107v09d,4,0,0,2025/9/4 11:21,2025/9/4 11:21,FALSE,FALSE
1594952650,不懂就问，这样看底部筹码是不是还未松动，有3个主力峰,zssh000001,上证指数吧,2.07938E+15,家财高雅得尘心,301,0,0,2025/9/4 11:21,2025/9/4 11:21,TRUE,FALSE
1592287055,901低吸,zssh000001,上证指数吧,3.01614E+15,超凡女王,11937,13,402,2025/8/29 22:06,2025/9/4 11:21,FALSE,FALSE
1594897570,到底是谁砸的盘,zssh000001,上证指数吧,3.47709E+15,有创造力的常瑾10,182,0,4,2025/9/4 10:46,2025/9/4 11:21,FALSE,FALSE
1594952436,这在跌到3000点，后果不知道是什么,zssh000001,上证指数吧,3.42002E+15,股友HJBiS4,3,0,0,2025/9/4 11:21,2025/9/4 11:21,FALSE,FALSE
1594952380,少赚点就算了，不要把我本金赔进去了。,zssh000001,上证指数吧,5.16006E+15,唯手熟,4,0,0,2025/9/4 11:21,2025/9/4 11:21,FALSE,FALSE
1594952295,前面大涨的股都大跌，军工股跌回原形,zssh000001,上证指数吧,3.97601E+15,激动牢头,12,2,0,2025/9/4 11:21,2025/9/4 11:21,FALSE,FALSE
1594952278,虽有不甘，但不得不承认，来了,zssh000001,上证指数吧,9.34638E+15,富贵满斗的李寻欢,5,0,0,2025/9/4 11:21,2025/9/4 11:21,FALSE,FALSE
1594613327,10W实盘投资记录（第475天）—市场降温,zssh000001,上证指数吧,1.01302E+15,财富与法律,931,0,7,2025/9/3 20:08,2025/9/4 11:21,TRUE,FALSE
1594952241,破趋势了，先跑,zssh000001,上证指数吧,6.74309E+15,如a,5,0,0,2025/9/4 11:21,2025/9/4 11:21,FALSE,FALSE
1594952104,清仓走人，指数牛，专坑没赚钱的人,zssh000001,上证指数吧,1.22838E+15,动力头,6,0,0,2025/9/4 11:21,2025/9/4 11:21,FALSE,FALSE
1594662861,大盘会涨吗？,zssh000001,上证指数吧,3.00611E+15,多空看盘,180,0,4,2025/9/4 0:05,2025/9/4 11:21,FALSE,FALSE
1594951981,大盘都高估了，到底该不该卖啊,zssh000001,上证指数吧,1.95804E+15,酱酱超有钱,6,0,0,2025/9/4 11:21,2025/9/4 11:21,FALSE,FALSE
1594951682,现在已经3748点了，没有任何止跌的迹象。按照模式战法，这里切是否忌加仓，下一个,zssh000001,上证指数吧,8.89807E+15,虎虎生威2055,7,0,0,2025/9/4 11:21,2025/9/4 11:21,FALSE,FALSE
1594920511,不够激烈最少今天来个162个点,zssh000001,上证指数吧,2.64509E+15,杨生信,62,1,3,2025/9/4 10:58,2025/9/4 11:21,FALSE,FALSE
1593919856,指数一跌，没一个能跑的掉。它只是微跌，如果是大跌我们怎么办？,zssh000001,上证指数吧,5.20508E+15,搬砖为了加仓,220,0,4,2025/9/2 23:46,2025/9/4 11:21,FALSE,FALSE
1594951554,怕了怕了，回调完了再来买。,zssh000001,上证指数吧,5.16006E+15,唯手熟,6,0,0,2025/9/4 11:20,2025/9/4 11:20,FALSE,FALSE
1594919066,军工股持续回调。,zssh000001,上证指数吧,9.86307E+15,潭城小韭黄,116,0,3,2025/9/4 10:57,2025/9/4 11:20,FALSE,FALSE
1594951495,拉银行和券商没有用,zssh000001,上证指数吧,7.54201E+15,股友X83997926X,2,0,0,2025/9/4 11:20,2025/9/4 11:20,FALSE,FALSE
1594951113,领涨板块cpo结束了吧。今天其他板块开始表现。,zssh000001,上证指数吧,8.37831E+15,Lnception888,60,0,0,2025/9/4 11:20,2025/9/4 11:20,FALSE,FALSE
1594891038,支撑3700点，有机会,zssh000001,上证指数吧,6.89011E+15,智泊浪,264,0,15,2025/9/4 10:42,2025/9/4 11:20,FALSE,FALSE
1594951061,清仓保利润,zssh000001,上证指数吧,1.22735E+15,好名字都让谁起了,3,0,0,2025/9/4 11:20,2025/9/4 11:20,FALSE,FALSE
1594951058,6000，5000，这次连4000都到不了，太衰了。,zssh000001,上证指数吧,4.04635E+15,SYR南山居士,6,0,0,2025/9/4 11:20,2025/9/4 11:20,FALSE,FALSE
1594951034,减污：食用小苏打加食盐就可以把衣服洗的干干净净的，动用国家力量建一个生产线，所有,zssh000001,上证指数吧,6.04939E+15,Vmp,11,0,0,2025/9/4 11:20,2025/9/4 11:20,FALSE,FALSE
1594950988,这个肯定无法达成目标了。先忍痛完成打卡任务吧。 后面开个500个交易日的打卡任务,zssh000001,上证指数吧,2.01611E+15,指间峰谷,24,0,0,2025/9/4 11:20,2025/9/4 11:20,FALSE,FALSE
1594950899,持股没动过，连亏5天,zssh000001,上证指数吧,3.58635E+15,股友350k2U0955,14,0,0,2025/9/4 11:20,2025/9/4 11:20,FALSE,FALSE
1594938116,今天（9月4日）上证大盘指数考验突破十年高点平台阻力位即3731点了，最低探至上,zssh000001,上证指数吧,1.38709E+15,点津大人,132,0,1,2025/9/4 11:11,2025/9/4 11:20,FALSE,FALSE
1594950885,抄底抄底,zssh000001,上证指数吧,1.66401E+15,趋势是你老汗,7,0,0,2025/9/4 11:20,2025/9/4 11:20,FALSE,FALSE
1594841255,一帮人都在叫什么，涨大票跌小票你们骂，今天这样跌大票涨小票还骂。今天大盘-1还有,zssh000001,上证指数吧,6.97604E+15,股友Q6876F0366,956,0,21,2025/9/4 10:16,2025/9/4 11:20,FALSE,FALSE
1594707771,等九月主跌节奏跌跌透，月底再小仓杀回来,zssh000001,上证指数吧,4.24809E+15,股友svDwbq,48,0,0,2025/9/4 9:12,2025/9/4 11:20,FALSE,FALSE
1594482417,放量跌超-9%的（68只），股指期货双杀下的牛市顶部暴跌,zssh000001,上证指数吧,4.24809E+15,股友svDwbq,50,0,0,2025/9/3 14:50,2025/9/4 11:20,FALSE,FALSE
1594950776,不知道操盘手搞啥你把高价跌下来把低价涨上去不就平衡了吗现在好了个股2700指数3,zssh000001,上证指数吧,1.02405E+15,牛市起航财源滚滚,5,0,0,2025/9/4 11:20,2025/9/4 11:20,FALSE,FALSE
1594950614,大盘指数暴跌，证券板块先调整！牛市旗手券商股已经调整到位！下一波行情券商股将引领,zssh000001,上证指数吧,1.45601E+15,n145613387227392,5,0,0,2025/9/4 11:20,2025/9/4 11:20,FALSE,FALSE
1594950510,杀融资盘而已，去杠杆，怕什么…,zssh000001,上证指数吧,7.44839E+15,采莲路苏礼,10,0,0,2025/9/4 11:20,2025/9/4 11:20,FALSE,FALSE
1594950477,3555能止跌一天干掉100点也快的，长牛短熊,zssh000001,上证指数吧,5.21931E+15,不玩了空仓,1,0,0,2025/9/4 11:20,2025/9/4 11:20,FALSE,FALSE
1594950469,哭吧大A完蛋了守不住了,zssh000001,上证指数吧,5.9974E+15,基民SCk0aH,4,0,0,2025/9/4 11:20,2025/9/4 11:20,FALSE,FALSE
1594950419,连跌一周，主力资金出逃，牛市不再，进入后牛时代,zssh000001,上证指数吧,9.84736E+15,大胆心细的帝摩斯,3,0,0,2025/9/4 11:20,2025/9/4 11:20,FALSE,FALSE
1594939916,牛市急刹车？主力资金大调仓，散户注意两大关键信号！,zssh000001,上证指数吧,9.62609E+15,亿顺财经,691,1,3,2025/9/4 11:12,2025/9/4 11:20,FALSE,FALSE
1594929979,跌成这个样，居然还有3000多家是红的牛！,zssh000001,上证指数吧,4.88633E+15,股友22g89t3265,131,0,4,2025/9/4 11:05,2025/9/4 11:20,FALSE,FALSE
1594950321,这个走势正式宣告今年上涨行情的结束,zssh000001,上证指数吧,5.77209E+15,羊年大喜,3,0,0,2025/9/4 11:20,2025/9/4 11:20,FALSE,FALSE
1594950313,今天还是能守住3400点的,zssh000001,上证指数吧,7.95201E+15,HX98994,1,0,0,2025/9/4 11:20,2025/9/4 11:20,FALSE,FALSE
1594950297,指数多单平仓、融资爆仓,zssh000001,上证指数吧,4.78201E+15,观山景,1,0,0,2025/9/4 11:20,2025/9/4 11:20,FALSE,FALSE
1594928481,反转了，下午大反攻,zssh000001,上证指数吧,7.36509E+15,以正和出奇胜,64,0,2,2025/9/4 11:04,2025/9/4 11:20,FALSE,FALSE
1594950237,这样下跌太狠啦,zssh000001,上证指数吧,3.47003E+15,游走网络,1,0,0,2025/9/4 11:20,2025/9/4 11:20,FALSE,FALSE
1594950218,够劲不？这盘面，技术为王！欧耶,zssh000001,上证指数吧,6.93038E+15,鑫灶猜想,5,0,0,2025/9/4 11:19,2025/9/4 11:19,FALSE,FALSE
1594925942,今天居然大部分是赚钱的，,zssh000001,上证指数吧,3.59239E+15,网上冲浪的过客,76,0,2,2025/9/4 11:02,2025/9/4 11:19,FALSE,FALSE
1594950151,这行情什么战法都没用,zssh000001,上证指数吧,1.88438E+15,命轮掌舵手,3,0,0,2025/9/4 11:19,2025/9/4 11:19,FALSE,FALSE
1594950114,券商起来走一波行情吧,zssh000001,上证指数吧,8.15805E+15,Zhoufang09,10,0,0,2025/9/4 11:19,2025/9/4 11:19,FALSE,FALSE
1594950088,节点已过，各自逃命吧！！！！！！！！！！,zssh000001,上证指数吧,5.46808E+15,股友85P6Q33022,4,0,0,2025/9/4 11:19,2025/9/4 11:19,FALSE,FALSE
1579990401,一步一脚印,zssh000001,上证指数吧,2.85909E+15,蜗牛精神,2673,9,811,2025/8/5 17:01,2025/9/4 11:19,FALSE,FALSE
1594949868,3707左左将开启新一轮上涨行情。,zssh000001,上证指数吧,8.79935E+15,胜券在握渝珉哥,7,0,0,2025/9/4 11:19,2025/9/4 11:19,FALSE,FALSE
1594949854,银行保险白酒，世间始终就整他们了，点该得走啦，正完啦，不玩洗盘子又这那的,zssh000001,上证指数吧,9.06809E+15,哈尔滨大虫,7,0,0,2025/9/4 11:19,2025/9/4 11:19,FALSE,FALSE
1594949853,看好,zssh000001,上证指数吧,6.84109E+15,凤珽无惑啊啊啊,3,0,0,2025/9/4 11:19,2025/9/4 11:19,FALSE,FALSE
1594949778,看样子，3700点都保不住了！！,zssh000001,上证指数吧,3.65132E+15,股友C87w006625,3,0,0,2025/9/4 11:19,2025/9/4 11:19,FALSE,FALSE
1594949761,这几天国企股为什么跌的比较厉害？,zssh000001,上证指数吧,7.94409E+15,蔚凝7823,3,0,0,2025/9/4 11:19,2025/9/4 11:19,FALSE,FALSE
1594936907,科技停菜资金高低切白酒旅游消费起飞,zssh000001,上证指数吧,3.2104E+15,英气俊朗的陶骏凌,86,0,3,2025/9/4 11:10,2025/9/4 11:19,FALSE,FALSE
1594930839,今年的牛市行情已经结束了，又想再来一波等到明年吧。,zssh000001,上证指数吧,8.36601E+15,股友IMlns7,68,0,2,2025/9/4 11:05,2025/9/4 11:19,FALSE,FALSE
1594949645,急跌不死人，缓跌要人命。,zssh000001,上证指数吧,1.24008E+15,股友522x177m38,1,0,0,2025/9/4 11:19,2025/9/4 11:19,FALSE,FALSE
1594949449,毫无抵抗力,zssh000001,上证指数吧,4.95134E+15,就打龙头,4,0,0,2025/9/4 11:19,2025/9/4 11:19,FALSE,FALSE
1594933055,新开户的都怎么样了！出来报个到！,zssh000001,上证指数吧,9.62509E+15,股友322298RG50,25,0,1,2025/9/4 11:07,2025/9/4 11:19,FALSE,FALSE
1592691622,我先下桌了，你们随意,zssh000001,上证指数吧,2.7295E+15,垃圾堆里捡宝1,426,0,22,2025/9/1 9:52,2025/9/4 11:19,FALSE,FALSE
1594949314,大盘绿的快2个点，我的自选是红的，,zssh000001,上证指数吧,7.77534E+15,小绿韭菜仓,3,0,0,2025/9/4 11:19,2025/9/4 11:19,FALSE,FALSE
1594949269,到顶了，来了,zssh000001,上证指数吧,4.3054E+15,优雅淡然的风格,3,0,0,2025/9/4 11:19,2025/9/4 11:19,FALSE,FALSE
1594949222,牛市呢我借了几十万都亏麻了,zssh000001,上证指数吧,7.65238E+15,年糕排骨汤,4,0,0,2025/9/4 11:19,2025/9/4 11:19,FALSE,FALSE
1594949175,百点长阴伺侯你们，哪有什么牛啊，全部是炒作，过后就是一地鸡毛。这就是啊股。只有你,zssh000001,上证指数吧,6.31609E+15,长沙韭菜歌,10,0,0,2025/9/4 11:19,2025/9/4 11:19,FALSE,FALSE
1592558325,8月的A股交出了一份让人满意的答卷！三大指数月线均大涨，其中创业板指本月累计涨超,zssh000001,上证指数吧,4.63511E+15,龙王玩股1,3293,0,7,2025/8/31 22:38,2025/9/4 11:19,TRUE,FALSE
1594949142,内资够又要流出上千亿资金。看看A股不大跌才怪,zssh000001,上证指数吧,8.78009E+15,股友KxE9J16976,4,0,0,2025/9/4 11:19,2025/9/4 11:19,FALSE,FALSE
1594949112,跌时牵走两头牛，涨时给个蚊子腿儿,zssh000001,上证指数吧,5.37531E+15,海中小泥鳅,5,0,0,2025/9/4 11:19,2025/9/4 11:19,FALSE,FALSE
1594949089,3707新一轮上涨行情的起点。,zssh000001,上证指数吧,8.79935E+15,胜券在握渝珉哥,6,0,0,2025/9/4 11:19,2025/9/4 11:19,TRUE,FALSE
1594949070,每天几百亿几百亿的流出，再有钱也抗不住啊！,zssh000001,上证指数吧,9.43531E+15,均衡乱中求,1,0,0,2025/9/4 11:19,2025/9/4 11:19,FALSE,FALSE
1594949058,本就没有什么阳线K线的，都是天意人性的贪婪造成的,zssh000001,上证指数吧,6.44431E+15,善良的竹子兰2,3,0,0,2025/9/4 11:19,2025/9/4 11:19,FALSE,FALSE
1594949028,拉高继续砸，真踏马狠,zssh000001,上证指数吧,1.5781E+15,悟道中2025,4,0,0,2025/9/4 11:19,2025/9/4 11:19,FALSE,FALSE
1594948940,牛市这就结束了？,zssh000001,上证指数吧,9.69706E+15,夜月破晓,2,0,0,2025/9/4 11:19,2025/9/4 11:19,FALSE,FALSE
1594942845,这还是牛市吗？亏麻了，今天把赚的都亏没了,zssh000001,上证指数吧,8.73509E+15,lzz19860384,38,0,1,2025/9/4 11:14,2025/9/4 11:19,FALSE,FALSE
1587933148,大概到3900点附近会有一个回踩整固的过程，这一过程大概要持续到明年初了。一旦整,zssh000001,上证指数吧,3.67137E+15,僻静之处观闹市,529,1,9,2025/8/22 11:32,2025/9/4 11:19,FALSE,FALSE
1594948820,3700有笑支撑,zssh000001,上证指数吧,3.72909E+15,潜龙神游,4,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594948767,$上证指数(SH000001)$,zssh000001,上证指数吧,3.35E+15,坚持牛市思维,2,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594948762,3500,zssh000001,上证指数吧,3.20909E+15,老韭菜6124,4,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594948711,那些易中天天天暴涨时候我们散户的个股有份吗？它们翻几倍回调一天我们就继续暴跌，前,zssh000001,上证指数吧,5.41435E+15,牛得不得了,7,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594948700,我早都说了，3300，ok？,zssh000001,上证指数吧,6.94204E+15,杭州大道总舵手,81,0,0,2025/9/4 11:18,2025/9/4 11:18,TRUE,FALSE
1594948629,这才是正常的市场，一路走到3888一点回调都没有，是非常不正常的,zssh000001,上证指数吧,3.40538E+15,我的钱罐子,3,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594948614,上千3千8百多点就是为了昨天晚上呢,zssh000001,上证指数吧,3.32138E+15,心态安好,4,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594948598,【9月4作】市场集体大跌调整，今天我加仓减都有,cfhpl,财富号评论吧,8.22937E+15,洛小时,63,1,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594948609,一年的利润，一周吐完了，,zssh000001,上证指数吧,1.12832E+15,根本不可能的,6,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594948592,不管低位高位，完全一样跌这市场完全一样跌，有人背后操作,zssh000001,上证指数吧,4.90204E+15,娴淑典雅的冉小白,9,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594948508,下午继续砸,zssh000001,上证指数吧,6.38209E+15,祝福满满Luck,4,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594948483,一个都别想跑，3000点见，人家都吃饱了还会来解放你啊,zssh000001,上证指数吧,3.31739E+15,好好好赢赢赢,6,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1590812060,接下来的大市走势分析。大家应该知道我是谁了，醉出名的糕守,zssh000001,上证指数吧,4.83009E+15,鬼神之股,28664,83,1288,2025/8/28 8:56,2025/9/4 11:18,FALSE,FALSE
1594948446,融券盘要涌出,zssh000001,上证指数吧,6.20331E+15,罗超越,5,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594482198,大A60分钟级别典型的头部形态！,zssh000001,上证指数吧,1.85909E+15,龙大1979,350,0,5,2025/9/3 14:50,2025/9/4 11:18,TRUE,FALSE
1594948412,伪科技现原形了,zssh000001,上证指数吧,7.6604E+15,封狼居胥1,3,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594948317,3583点上次没有调整到位，这次看来必须见到！,zssh000001,上证指数吧,5.04811E+15,灵犀一动,1,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594948313,真的不要不信黑色星期四,zssh000001,上证指数吧,4.8904E+15,有远见的鹰中梦8,4,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594948306,短线看3650，中线看4000，长线看3000,zssh000001,上证指数吧,1.2674E+15,汪家小子,3,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594669108,创业板是牛市旗手，后面有个拖油瓶，涨幅<37%，业绩第一，估值是同业务股零头，唯一没补缺口。,300193,佳士科技吧,2.22409E+15,专扒庄库,316,0,7,2025/9/4 1:13,2025/9/4 11:18,TRUE,FALSE
1594948078,一夜回到解放前,zssh000001,上证指数吧,9.83032E+15,秋尽江南草末凋,5,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594948014,今天厉害了,zssh000001,上证指数吧,6.57133E+15,股友7DdBMC,4,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594947973,回稳向好,zssh000001,上证指数吧,2.2964E+15,风姿绰约的婉兮7,4,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594947938,都给我挺住，为国家承担一点匹夫的责任好不好！,zssh000001,上证指数吧,1.10726E+15,哎呦喂1314,1,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594947936,大盘涨个股不涨，大盘跌个股大跌，什么股市……,zssh000001,上证指数吧,5.68532E+15,阳光灿烂hjc,2,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594947931,啥市场啊，空涨指数，砸个股，说好的科技就只有银行贷款科技？,zssh000001,上证指数吧,1.06747E+15,股友37178IU695,7,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594947928,满仓证券，下午证券大反弹,bk0473,证券吧,5.49703E+15,股市吹哨人A,8,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594947903,贝莱德早就有警示。根本买不完。,zssh000001,上证指数吧,4.78939E+15,温情的袁飞文,4,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594947894,3700看能否止住,zssh000001,上证指数吧,4.97734E+15,股友51Z13d2331,1,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594947892,能不能到3700以下，宣布牛结束,zssh000001,上证指数吧,1.20137E+15,轻松的叶,3,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594947877,大盘连续两天跌破5日线，10日线，和20日线，真不好！,zssh000001,上证指数吧,8.33009E+15,ShaunYe财富天空,5,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594947657,小牛完了，现在准备大熊,zssh000001,上证指数吧,8.47604E+15,佛系老青蛙,7,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594947655,20日线站不稳。估计要跌到60日线。,zssh000001,上证指数吧,2.76045E+15,股友1292n1Y038,4,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594581751,一阴破双线，个股“杀疯了”！明天看反弹修复！周三市场个股继续杀，资金持续流出上千,zssh000001,上证指数吧,8.45132E+15,财富成长,417,0,5,2025/9/3 17:56,2025/9/4 11:18,TRUE,FALSE
1594947470,妈的，7.8满仓加融资干了第一创业，下午应该不会跌了吧，,zssh000001,上证指数吧,9.95637E+15,股友JjpSEy,4,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594947396,小单子加仓,zssh000001,上证指数吧,5.44201E+15,灵魂之窗,2,0,0,2025/9/4 11:18,2025/9/4 11:18,FALSE,FALSE
1594947384,下午放量跌,zssh000001,上证指数吧,6.24938E+15,嘴強王者,4,0,0,2025/9/4 11:17,2025/9/4 11:17,FALSE,FALSE
1594947314,今天一定是百点长阴,zssh000001,上证指数吧,5.7282E+15,胖东来lv,7,0,0,2025/9/4 11:17,2025/9/4 11:17,FALSE,FALSE
1594947265,基本上所有股票自媒体都在吹反弹反弹，但我觉得散户都赚不到钱的话，再怎么吹散户也不,zssh000001,上证指数吧,5.8861E+15,或无论如何都是牛,6,0,0,2025/9/4 11:17,2025/9/4 11:17,FALSE,FALSE
