ts_code,name,market,publisher,category,base_date,base_point,list_date
106841.MI,MSCI发达/通信设备,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106842.MI,MSCI发达/软件,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106843.MI,MSCI发达/互联网软件与服务(退市),MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106844.MI,MSCI发达/水公用事业,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106845.MI,MSCI发达/燃气公用事业,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106846.MI,MSCI发达/电力公用事业,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106847.MI,MSCI新兴/能源Ⅰ,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106848.MI,MSCI新兴/原材料Ⅰ,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106849.MI,MSCI新兴/工业,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106850.MI,MSCI新兴/非日常消费品,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106851.MI,MSCI新兴/日常消费品,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106852.MI,MSCI新兴/医疗保健,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106853.MI,MSCI新兴/金融,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106854.MI,MSCI新兴/信息科技,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106855.MI,MSCI新兴/电信业务Ⅰ,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106856.MI,MSCI新兴/公用事业Ⅰ,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106857.MI,MSCI新兴/能源Ⅱ,MSCI,MSCI指数,二级行业指数,19981231,100.0,19990915
106858.MI,MSCI新兴/原材料Ⅱ,MSCI,MSCI指数,二级行业指数,19981231,100.0,19990915
106860.MI,MSCI新兴/资本商品,MSCI,MSCI指数,二级行业指数,19981231,100.0,19990915
106861.MI,MSCI新兴/运输,MSCI,MSCI指数,二级行业指数,19981231,100.0,19990915
106862.MI,MSCI新兴/商业与专业服务,MSCI,MSCI指数,二级行业指数,19981231,100.0,19990915
106863.MI,MSCI新兴/汽车与汽车零部件,MSCI,MSCI指数,二级行业指数,19981231,100.0,19990915
106864.MI,MSCI新兴/家庭与个人用品,MSCI,MSCI指数,二级行业指数,19981231,100.0,19990915
106865.MI,MSCI新兴/消费者服务,MSCI,MSCI指数,二级行业指数,19981231,100.0,19990915
106866.MI,MSCI新兴/零售业,MSCI,MSCI指数,二级行业指数,19981231,100.0,19990915
106867.MI,MSCI新兴/媒体Ⅱ,MSCI,MSCI指数,二级行业指数,19981231,100.0,19990915
106868.MI,MSCI新兴/食品饮料与烟草,MSCI,MSCI指数,二级行业指数,19981231,100.0,19990915
106870.MI,MSCI新兴/生物制药与生命科技,MSCI,MSCI指数,二级行业指数,19981231,100.0,19990915
106871.MI,MSCI新兴/医疗保健设备与服务,MSCI,MSCI指数,二级行业指数,19981231,100.0,19990915
106872.MI,MSCI新兴/银行,MSCI,MSCI指数,二级行业指数,19981231,100.0,19990915
106873.MI,MSCI新兴/保险Ⅱ,MSCI,MSCI指数,二级行业指数,19981231,100.0,19990915
106874.MI,MSCI新兴/综合金融,MSCI,MSCI指数,二级行业指数,19981231,100.0,19990915
106875.MI,MSCI新兴/房地产,MSCI,MSCI指数,二级行业指数,19981231,100.0,19990915
106876.MI,MSCI新兴/技术硬件与设备,MSCI,MSCI指数,二级行业指数,19981231,100.0,19990915
106877.MI,MSCI新兴/软件与服务,MSCI,MSCI指数,二级行业指数,19981231,100.0,19990915
106878.MI,MSCI新兴/电信业务Ⅱ,MSCI,MSCI指数,二级行业指数,19981231,100.0,19990915
106879.MI,MSCI新兴/公用事业Ⅱ,MSCI,MSCI指数,二级行业指数,19981231,100.0,19990915
106880.MI,MSCI新兴/油气与供消费用燃料,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106881.MI,MSCI新兴/航天航空与国防,MSCI,MSCI指数,三级行业指数,19990831,100.0,19990915
106882.MI,MSCI新兴/化学制品,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106883.MI,MSCI新兴/纸类与林业产品,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106884.MI,MSCI新兴/金属与采矿,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106885.MI,MSCI新兴/航空公司,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106886.MI,MSCI新兴/海运,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106887.MI,MSCI新兴/纺织品服装与奢侈品,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106888.MI,MSCI新兴/汽车,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106889.MI,MSCI新兴/食品与主要用品零售Ⅱ,MSCI,MSCI指数,二级行业指数,19981231,100.0,19990915
106891.MI,MSCI新兴/制药,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106892.MI,MSCI新兴/通信设备,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106893.MI,MSCI新兴/软件,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106894.MI,MSCI新兴/互联网软件与服务(退市),MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106895.MI,MSCI新兴/水公用事业,MSCI,MSCI指数,三级行业指数,20000531,100.0,19990915
106896.MI,MSCI新兴/燃气公用事业,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106897.MI,MSCI新兴/电力公用事业,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106899.MI,MSCI全球/耐用消费品与服装,MSCI,MSCI指数,二级行业指数,19981231,100.0,19990915
106900.MI,MSCI欧盟/耐用消费品与服装,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106901.MI,MSCI欧洲/耐用消费品与服装,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106902.MI,MSCI发达/耐用消费品与服装,MSCI,MSCI指数,二级行业指数,19981231,100.0,19990915
106903.MI,MSCI新兴/耐用消费品与服装,MSCI,MSCI指数,二级行业指数,19981231,100.0,19990915
106904.MI,MSCI欧洲/无线电信业务,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106905.MI,MSCI欧洲/食品,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106906.MI,MSCI欧洲/多元化零售,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106907.MI,MSCI欧洲/工业集团企业,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106908.MI,MSCI欧洲/机械制造,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106909.MI,MSCI欧洲/饮料,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106910.MI,MSCI欧洲/家庭耐用消费品,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106911.MI,MSCI欧洲/电气设备,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106912.MI,MSCI欧洲/综合电信业务,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106913.MI,MSCI欧盟/无线电信业务(退市),MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106914.MI,MSCI欧盟/食品,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106915.MI,MSCI欧盟/多元化零售,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106916.MI,MSCI欧盟/工业集团企业,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106917.MI,MSCI欧盟/机械制造,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106918.MI,MSCI欧盟/饮料,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106920.MI,MSCI欧盟/电气设备,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106921.MI,MSCI欧盟/综合电信业务,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106922.MI,MSCI新兴/无线电信业务,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106923.MI,MSCI新兴/食品,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106924.MI,MSCI新兴/多元化零售,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106925.MI,MSCI新兴/工业集团企业,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106926.MI,MSCI新兴/机械制造,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106927.MI,MSCI新兴/饮料,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106928.MI,MSCI新兴/家庭耐用消费品,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106929.MI,MSCI新兴/电气设备,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106930.MI,MSCI新兴/综合电信业务,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106931.MI,MSCI发达/无线电信业务,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106932.MI,MSCI发达/食品,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106933.MI,MSCI发达/多元化零售,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106934.MI,MSCI发达/工业集团企业,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106935.MI,MSCI发达/机械制造,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106936.MI,MSCI发达/饮料,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106937.MI,MSCI发达/家庭耐用消费品,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106938.MI,MSCI发达/电气设备,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106939.MI,MSCI发达/综合电信业务,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106940.MI,MSCI全球/无线电信业务,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106941.MI,MSCI全球/食品,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106942.MI,MSCI全球/多元化零售,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106943.MI,MSCI全球/工业集团企业,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106944.MI,MSCI全球/机械制造,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106945.MI,MSCI全球/饮料,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106946.MI,MSCI全球/家庭耐用消费品,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106947.MI,MSCI全球/电气设备,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106948.MI,MSCI全球/综合电信业务,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106949.MI,MSCI欧洲/能源设备与服务,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106950.MI,MSCI欧洲/建筑材料,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106951.MI,MSCI欧洲/容器与包装,MSCI,MSCI指数,一级行业指数,20180531,100.0,19990915
106952.MI,MSCI欧洲/建筑产品,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106953.MI,MSCI欧洲/建筑与工程,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106954.MI,MSCI欧洲/贸易公司与经销商,MSCI,MSCI指数,一级行业指数,19991130,100.0,19990915
106955.MI,MSCI欧洲/商业服务与供应品,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106956.MI,MSCI欧洲/航空货运与物流,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106957.MI,MSCI欧洲/公路与铁路,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106958.MI,MSCI欧洲/交通基本设施,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106959.MI,MSCI欧洲/汽车零部件,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106961.MI,MSCI欧洲/酒店餐馆与休闲,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106962.MI,MSCI欧洲/媒体Ⅲ,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106964.MI,MSCI欧洲/互联网与售货目录零售,MSCI,MSCI指数,一级行业指数,20151130,100.0,19990915
106965.MI,MSCI欧洲/专营零售,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106966.MI,MSCI欧洲/烟草,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106967.MI,MSCI欧洲/家常用品,MSCI,MSCI指数,一级行业指数,20011130,100.0,19990915
106968.MI,MSCI欧洲/个人用品,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106969.MI,MSCI欧洲/医疗保健设备与用品,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106970.MI,MSCI欧洲/医疗保健提供商与服务,MSCI,MSCI指数,一级行业指数,19991130,100.0,19990915
106971.MI,MSCI欧洲/商业银行,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106972.MI,MSCI欧洲/综合金融服务,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106973.MI,MSCI欧洲/保险Ⅲ,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106975.MI,MSCI欧洲/信息科技服务,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106976.MI,MSCI欧洲/电脑与外围设备,MSCI,MSCI指数,一级行业指数,20200529,100.0,19990915
106978.MI,MSCI欧洲/办公电子设备(退市),MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106980.MI,MSCI欧洲/复合型公用事业,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106981.MI,MSCI欧盟/能源设备与服务,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106982.MI,MSCI欧盟/建筑材料,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106984.MI,MSCI欧盟/建筑产品,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106985.MI,MSCI欧盟/建筑与工程,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106987.MI,MSCI欧盟/商业服务与供应品,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106988.MI,MSCI欧盟/航空货运与物流,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106990.MI,MSCI欧盟/交通基本设施,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106991.MI,MSCI欧盟/汽车零部件,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106993.MI,MSCI欧盟/酒店餐馆与休闲,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106994.MI,MSCI欧盟/媒体Ⅲ,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
106997.MI,MSCI欧盟/专营零售,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
106999.MI,MSCI欧盟/家常用品,MSCI,MSCI指数,一级行业指数,20020531,100.0,19990915
107000.MI,MSCI欧盟/个人用品,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
107001.MI,MSCI欧盟/医疗保健设备与用品,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
107002.MI,MSCI欧盟/医疗保健提供商与服务,MSCI,MSCI指数,一级行业指数,19991130,100.0,19990915
107003.MI,MSCI欧盟/商业银行,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
107004.MI,MSCI欧盟/综合金融服务,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
107005.MI,MSCI欧盟/保险Ⅲ,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107007.MI,MSCI欧盟/信息科技服务,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
107010.MI,MSCI欧盟/办公电子设备(退市),MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
107012.MI,MSCI欧盟/复合型公用事业,MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
107013.MI,MSCI新兴/能源设备与服务,MSCI,MSCI指数,三级行业指数,20000831,100.0,19990915
107014.MI,MSCI新兴/建筑材料,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107015.MI,MSCI新兴/容器与包装,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107016.MI,MSCI新兴/建筑产品,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107017.MI,MSCI新兴/建筑与工程,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107018.MI,MSCI新兴/贸易公司与经销商,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107019.MI,MSCI新兴/商业服务与供应品,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107021.MI,MSCI新兴/公路与铁路,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107022.MI,MSCI新兴/交通基本设施,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107023.MI,MSCI新兴/汽车零部件,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107024.MI,MSCI新兴/休闲设备与用品,MSCI,MSCI指数,三级行业指数,20011130,100.0,19990915
107025.MI,MSCI新兴/酒店餐馆与休闲,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107026.MI,MSCI新兴/媒体Ⅲ,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107027.MI,MSCI新兴/经销商,MSCI,MSCI指数,三级行业指数,20011130,100.0,19990915
107028.MI,MSCI新兴/互联网与售货目录零售,MSCI,MSCI指数,三级行业指数,20140606,100.0,19990915
107029.MI,MSCI新兴/专营零售,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107030.MI,MSCI新兴/烟草,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107031.MI,MSCI新兴/家常用品,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107032.MI,MSCI新兴/个人用品,MSCI,MSCI指数,三级行业指数,20011130,100.0,19990915
107033.MI,MSCI新兴/医疗保健设备与用品,MSCI,MSCI指数,三级行业指数,20090529,100.0,19990915
107034.MI,MSCI新兴/医疗保健提供商与服务,MSCI,MSCI指数,三级行业指数,20030530,100.0,19990915
107035.MI,MSCI新兴/商业银行,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107036.MI,MSCI新兴/综合金融服务,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107037.MI,MSCI新兴/保险Ⅲ,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107039.MI,MSCI新兴/信息科技服务,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107040.MI,MSCI新兴/电脑与外围设备,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107041.MI,MSCI新兴/电子设备与仪器,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107044.MI,MSCI新兴/复合型公用事业,MSCI,MSCI指数,三级行业指数,20050228,100.0,19990915
107045.MI,MSCI发达/能源设备与服务,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107046.MI,MSCI发达/建筑材料,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107047.MI,MSCI发达/容器与包装,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107048.MI,MSCI发达/建筑产品,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107049.MI,MSCI发达/建筑与工程,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107050.MI,MSCI发达/贸易公司与经销商,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107051.MI,MSCI发达/商业服务与供应品,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107052.MI,MSCI发达/航空货运与物流,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107053.MI,MSCI发达/公路与铁路,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107054.MI,MSCI发达/交通基本设施,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107055.MI,MSCI发达/汽车零部件,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107056.MI,MSCI发达/休闲设备与用品,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107057.MI,MSCI发达/酒店餐馆与休闲,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107058.MI,MSCI发达/媒体Ⅲ,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107059.MI,MSCI发达/经销商,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107060.MI,MSCI发达/互联网与售货目录零售,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107061.MI,MSCI发达/专营零售,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107062.MI,MSCI发达/烟草,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107063.MI,MSCI发达/家常用品,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107064.MI,MSCI发达/个人用品,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107065.MI,MSCI发达/医疗保健设备与用品,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107066.MI,MSCI发达/医疗保健提供商与服务,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107067.MI,MSCI发达/商业银行,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107068.MI,MSCI发达/综合金融服务,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107069.MI,MSCI发达/保险Ⅲ,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107071.MI,MSCI发达/信息科技服务,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107072.MI,MSCI发达/电脑与外围设备,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107073.MI,MSCI发达/电子设备与仪器,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107074.MI,MSCI发达/办公电子设备(退市),MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
107076.MI,MSCI发达/复合型公用事业,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107077.MI,MSCI全球/能源设备与服务,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107078.MI,MSCI全球/建筑材料,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107079.MI,MSCI全球/容器与包装,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107080.MI,MSCI全球/建筑产品,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107081.MI,MSCI全球/建筑与工程,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107082.MI,MSCI全球/贸易公司与经销商,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107083.MI,MSCI全球/商业服务与供应品,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107084.MI,MSCI全球/航空货运与物流,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107085.MI,MSCI全球/公路与铁路,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107086.MI,MSCI全球/交通基本设施,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107087.MI,MSCI全球/汽车零部件,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107088.MI,MSCI全球/休闲设备与用品,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107089.MI,MSCI全球/酒店餐馆与休闲,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107090.MI,MSCI全球/媒体Ⅲ,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107091.MI,MSCI全球/经销商,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107092.MI,MSCI全球/互联网与售货目录零售,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107093.MI,MSCI全球/专营零售,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107094.MI,MSCI全球/烟草,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107095.MI,MSCI全球/家常用品,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107096.MI,MSCI全球/个人用品,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107097.MI,MSCI全球/医疗保健设备与用品,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107098.MI,MSCI全球/医疗保健提供商与服务,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107099.MI,MSCI全球/商业银行,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107100.MI,MSCI全球/综合金融服务,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107101.MI,MSCI全球/保险Ⅲ,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107103.MI,MSCI全球/信息科技服务,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107104.MI,MSCI全球/电脑与外围设备,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107105.MI,MSCI全球/电子设备与仪器,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107106.MI,MSCI全球/办公电子设备(退市),MSCI,MSCI指数,一级行业指数,19981231,100.0,19990915
107108.MI,MSCI全球/复合型公用事业,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107109.MI,MSCI全球/食品与主要用品零售Ⅲ,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107110.MI,MSCI新兴/食品与主要用品零售Ⅲ,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107111.MI,MSCI欧盟/食品与主要用品零售Ⅲ,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107112.MI,MSCI欧洲/食品与主要用品零售Ⅲ,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
107113.MI,MSCI发达/食品与主要用品零售Ⅲ,MSCI,MSCI指数,三级行业指数,19981231,100.0,19990915
113646.MI,MSCI欧盟+英国,MSCI,MSCI指数,规模指数,19961231,100.0,19961231
113647.MI,MSCIG7国家,MSCI,MSCI指数,规模指数,19761231,100.0,19870129
113648.MI,MSCI全球(除澳),MSCI,MSCI指数,规模指数,19871231,100.0,19940531
114670.MI,MSCI中国/汽车与汽车零部件,MSCI,MSCI指数,二级行业指数,,,
114671.MI,MSCI中国/银行,MSCI,MSCI指数,二级行业指数,,,
114676.MI,MSCI中国/资本商品,MSCI,MSCI指数,二级行业指数,,,
114678.MI,MSCI中国/商业与专业服务,MSCI,MSCI指数,二级行业指数,,,
114684.MI,MSCI中国/非日常消费品,MSCI,MSCI指数,一级行业指数,,,
114685.MI,MSCI中国/耐用消费品与服装,MSCI,MSCI指数,二级行业指数,,,
114686.MI,MSCI中国/日常消费品,MSCI,MSCI指数,一级行业指数,,,
114689.MI,MSCI中国/综合金融,MSCI,MSCI指数,二级行业指数,,,
114695.MI,MSCI中国/能源,MSCI,MSCI指数,一级行业指数,,,
114696.MI,MSCI中国/能源Ⅱ,MSCI,MSCI指数,二级行业指数,,,
114698.MI,MSCI中国/金融,MSCI,MSCI指数,一级行业指数,,,
114699.MI,MSCI中国/食品与主要用品零售Ⅱ,MSCI,MSCI指数,二级行业指数,,,
114701.MI,MSCI中国/食品饮料与烟草,MSCI,MSCI指数,二级行业指数,,,
114704.MI,MSCI中国/医疗保健,MSCI,MSCI指数,一级行业指数,,,
114705.MI,MSCI中国/医疗保健设备与服务,MSCI,MSCI指数,二级行业指数,,,
114708.MI,MSCI中国/消费者服务,MSCI,MSCI指数,二级行业指数,,,
114710.MI,MSCI中国/家庭与个人用品,MSCI,MSCI指数,二级行业指数,,,
114714.MI,MSCI中国/工业,MSCI,MSCI指数,一级行业指数,,,
114715.MI,MSCI中国/信息科技,MSCI,MSCI指数,一级行业指数,,,
114716.MI,MSCI中国/保险,MSCI,MSCI指数,二级行业指数,,,
114724.MI,MSCI中国/原材料,MSCI,MSCI指数,一级行业指数,,,
114725.MI,MSCI中国/原材料Ⅱ,MSCI,MSCI指数,二级行业指数,,,
114726.MI,MSCI中国/媒体与娱乐,MSCI,MSCI指数,二级行业指数,,,
114736.MI,MSCI中国/生物制药与生命科技,MSCI,MSCI指数,二级行业指数,,,
